,calificaciones,fechas,reseñas,autor
186,5 de 5. Excelente,20 de sep de 2017,"El más bonito de toda la ciudad, Excelente ubicación","gilberto, chihuahua mexico"
187,5 de 5. Excelente,19 de sep de 2017,"Hotel altamente recomendado, céntrico, cómodo, limpio, histórico, vale lo que pagas por él!!!","ALEJANDRO, Mexicali, México."
188,5 de 5. Excelente,17 de sep de 2017,"Beautiful place and unbeatable location, if a bit loud.","jackie, mexico"
189,5 de 5. Excelente,9 de sep de 2017,Segura y muy comoda,sandra
190,5 de 5. Excelente,27 de oct de 2017,"La visita resultó ser mejor de lo esperado, la atención en el hotel es suprema!, por desgracia a causa del terremoto del pasado día 19 de septiembre no cuentan con estacionamiento y es muy complicado el manejo del equipaje, aunque el personal te ayuda en todo hay que llevar las maletas a la esquina y ahí esperar para poder subirlas al auto ya que la policía impide el acceso a la puerta del hotel, pero no es nada a cambio de la la gran atención recibida",ALFREDO JESUS
191,5 de 5. Excelente,27 de oct de 2017,Muy buena atencion... Y el restaurant de la terraza muy bien...,"J.S, Hermosillo, Son."
192,5 de 5. Excelente,27 de oct de 2017,"Atención personal, instalaciones y en general todo altamente satisfactorio.",Carlos A.
193,5 de 5. Excelente,23 de oct de 2017,Está muy bien conservado el hotel es una joya arquitectónica,"l, mexico"
194,5 de 5. Excelente,16 de oct de 2017,"La atencion es excelente desde la entrada, botones, camaristas, etc. La terraza del restaurante es de nivel mundial y la vista inmejorable.",Oscar
195,5 de 5. Excelente,7 de oct de 2017,"Un hotel fabuloso, ubicado en el corazón del país, con una arquitectura que te lleva al pasado glorioso de la Ciudad de México. El trato de quienes laboran en El Gran Hotel Ciudad de México es excelente, lleno de armonía y de calidez, ¡gracias por brindarnos esta experiencia!. Mis felicitaciones para todos, desde el Bellboy hasta su Gerente General.","Roberto, Cancún, Q.Roo"
196,5 de 5. Excelente,20 de sep de 2017,"El más bonito de toda la ciudad, Excelente ubicación","gilberto, chihuahua mexico"
197,5 de 5. Excelente,19 de sep de 2017,"Hotel altamente recomendado, céntrico, cómodo, limpio, histórico, vale lo que pagas por él!!!","ALEJANDRO, Mexicali, México."
198,5 de 5. Excelente,17 de sep de 2017,"Beautiful place and unbeatable location, if a bit loud.","jackie, mexico"
199,5 de 5. Excelente,9 de sep de 2017,Segura y muy comoda,sandra
200,5 de 5. Excelente,2 de may de 2021,Great hotel. Walkimg distance from a lot of good stuff. Only little thing was the AC could be better as the rooms were a little warm.,Cliente verificado
201,5 de 5. Excelente,1 de may de 2021,Great service! Everyone was nice and the hotel was super clean and pretty. Will definitely be staying here again!,Cliente verificado
202,5 de 5. Excelente,27 de abr de 2021,Great place to stay. Very safe and clean and it’s in a perfect area. The rooftop restaurant has an amazing view.,Cliente verificado
203,5 de 5. Excelente,27 de abr de 2021,Entire staff was excellent!!,Cliente verificado
204,5 de 5. Excelente,26 de abr de 2021,The hotel is beautiful. I Will visit again.,Cliente verificado
205,5 de 5. Excelente,26 de abr de 2021,Sin reseña,Cliente verificado
206,5 de 5. Excelente,24 de abr de 2021,Sin reseña,Cliente verificado
207,5 de 5. Excelente,21 de abr de 2021,Beautiful hotel located in central Mexico City. Location is superb. Kept immaculate. Really I’m was large with huge windows that opened like doors. Staff was excellent and extremely helpful. I’d stay here again over and over in the same room.,Cliente verificado
208,5 de 5. Excelente,21 de abr de 2021,"Amazing Architecture, Fantastic service, they made us feel at home.",Cliente verificado
209,5 de 5. Excelente,20 de abr de 2021,"Staff were excellent, as was the room.",Cliente verificado
210,5 de 5. Excelente,19 de abr de 2021,Best view ever 😍,Stephanie
211,5 de 5. Excelente,19 de abr de 2021,Everything was amazing.,Cliente verificado
212,5 de 5. Excelente,18 de abr de 2021,,Joe
213,5 de 5. Excelente,16 de abr de 2021,It’s a wonderful experience! It’s like a time travel back to the beginning of 19 hundred century! Especial thanks for Celia and Jose Luis! A really especial time! Food is amazing!,Cliente verificado
214,5 de 5. Excelente,15 de abr de 2021,"I lived the g Hotel architecture and stained glass roof. The, still working antique elevators are unique. The friendly staff and the welcome champagne were selling points.good food service, and the closeness to the historical zocalo.",Cliente verificado
215,5 de 5. Excelente,13 de abr de 2021,Excellent hotel au vrai centre de ville de Mexique - les petits déjeuners sur la terrace avec le levé du soleil et les soldats en montant le drapeau - accompagné par la nourriture et ambiance magnifique,Damian
216,5 de 5. Excelente,10 de abr de 2021,"Excellent location! I love this hotel, i have stayed before on multiple times and it never fails to amaze us. The staff is friendly and always greets us with respect.",Laura
217,5 de 5. Excelente,6 de abr de 2021,"Precioso hotel historico, aparte de la ubicacion unica (la vista desde la terraza es maravillosa), el hotel en si, es una joya, cada detalle es para apreciarse. El servicio del personal ni se diga, todos super atentos y enfocados en la comodidad y satisfaccion del huesped.",Raul
218,4 de 5. Bueno,5 de abr de 2021,Lovely place to stay. Close to everything. Enjoyed a great view and food from the restaurant on the rooftop.,Cliente verificado
219,5 de 5. Excelente,1 de abr de 2021,,Elizabeth
220,5 de 5. Excelente,19 de abr de 2021,Best view ever 😍,Stephanie
221,5 de 5. Excelente,19 de abr de 2021,Everything was amazing.,Cliente verificado
222,5 de 5. Excelente,18 de abr de 2021,,Joe
223,5 de 5. Excelente,16 de abr de 2021,It’s a wonderful experience! It’s like a time travel back to the beginning of 19 hundred century! Especial thanks for Celia and Jose Luis! A really especial time! Food is amazing!,Cliente verificado
224,5 de 5. Excelente,15 de abr de 2021,"I lived the g Hotel architecture and stained glass roof. The, still working antique elevators are unique. The friendly staff and the welcome champagne were selling points.good food service, and the closeness to the historical zocalo.",Cliente verificado
225,5 de 5. Excelente,13 de abr de 2021,Excellent hotel au vrai centre de ville de Mexique - les petits déjeuners sur la terrace avec le levé du soleil et les soldats en montant le drapeau - accompagné par la nourriture et ambiance magnifique,Damian
226,5 de 5. Excelente,10 de abr de 2021,"Excellent location! I love this hotel, i have stayed before on multiple times and it never fails to amaze us. The staff is friendly and always greets us with respect.",Laura
227,5 de 5. Excelente,6 de abr de 2021,"Precioso hotel historico, aparte de la ubicacion unica (la vista desde la terraza es maravillosa), el hotel en si, es una joya, cada detalle es para apreciarse. El servicio del personal ni se diga, todos super atentos y enfocados en la comodidad y satisfaccion del huesped.",Raul
228,4 de 5. Bueno,5 de abr de 2021,Lovely place to stay. Close to everything. Enjoyed a great view and food from the restaurant on the rooftop.,Cliente verificado
229,5 de 5. Excelente,1 de abr de 2021,,Elizabeth
230,5 de 5. Excelente,16 de mar de 2021,"Wonderful hotel in the heart of Mexico City. Within walking distance to local shops, artisans and great restaurants. Security throughout the area was great and one could p[pleasantly walk about during the night without being afraid of any consequences.",ANgel
231,5 de 5. Excelente,15 de mar de 2021,Sin reseña,Cliente verificado
232,5 de 5. Excelente,14 de mar de 2021,"We love everything, every single corner, service was amazing, the staff is super well trained, super clean and quiet, it was the best hotel experience ever, classy, stylish, food was very tasty and the presentation was on point!!! I will be back! Thank you!!!!",Cliente verificado
233,4 de 5. Bueno,12 de mar de 2021,Sin reseña,Cliente verificado
234,5 de 5. Excelente,10 de mar de 2021,"location, location, location, right in Zocalo, close to everything. beautiful old building with glass ceiling",Cliente verificado
235,5 de 5. Excelente,6 de mar de 2021,"This is a beautiful, beautiful property - the equivalent of spending a night in a museum. Being able to walk the corridors and use the facilities is an extraordinary experience. To top it off, the staff is attentive, caring and incredibly helpful, going over and beyond to help. Truly, one of my favourite places in the world.",Cliente verificado
236,5 de 5. Excelente,5 de mar de 2021,Beautiful hotel. The rooms are amazing as to cleanliness and spaciousness. Extremely friendly snd helpfull staff.,Cliente verificado
237,5 de 5. Excelente,2 de mar de 2021,Sin reseña,Cliente verificado
238,5 de 5. Excelente,1 de mar de 2021,Sin reseña,Henry
239,2 de 5. Malo,21 de feb de 2021,The hotel is beautiful but the rooms are out dated.,Cliente verificado
240,5 de 5. Excelente,16 de mar de 2021,"Wonderful hotel in the heart of Mexico City. Within walking distance to local shops, artisans and great restaurants. Security throughout the area was great and one could p[pleasantly walk about during the night without being afraid of any consequences.",ANgel
241,5 de 5. Excelente,15 de mar de 2021,Sin reseña,Cliente verificado
242,5 de 5. Excelente,14 de mar de 2021,"We love everything, every single corner, service was amazing, the staff is super well trained, super clean and quiet, it was the best hotel experience ever, classy, stylish, food was very tasty and the presentation was on point!!! I will be back! Thank you!!!!",Cliente verificado
243,4 de 5. Bueno,12 de mar de 2021,Sin reseña,Cliente verificado
244,5 de 5. Excelente,10 de mar de 2021,"location, location, location, right in Zocalo, close to everything. beautiful old building with glass ceiling",Cliente verificado
245,5 de 5. Excelente,6 de mar de 2021,"This is a beautiful, beautiful property - the equivalent of spending a night in a museum. Being able to walk the corridors and use the facilities is an extraordinary experience. To top it off, the staff is attentive, caring and incredibly helpful, going over and beyond to help. Truly, one of my favourite places in the world.",Cliente verificado
246,5 de 5. Excelente,5 de mar de 2021,Beautiful hotel. The rooms are amazing as to cleanliness and spaciousness. Extremely friendly snd helpfull staff.,Cliente verificado
247,5 de 5. Excelente,2 de mar de 2021,Sin reseña,Cliente verificado
248,5 de 5. Excelente,1 de mar de 2021,Sin reseña,Henry
249,2 de 5. Malo,21 de feb de 2021,The hotel is beautiful but the rooms are out dated.,Cliente verificado
250,4 de 5. Bueno,27 de dic de 2020,Sin reseña,Roberto
251,5 de 5. Excelente,24 de dic de 2020,Sin reseña,Cliente verificado
252,4 de 5. Bueno,22 de dic de 2020,Sin reseña,Neil
253,5 de 5. Excelente,22 de dic de 2020,"Very quiet, courteous staff, wonderful lobby, huge room (suite). Could have been darker",Martin
254,5 de 5. Excelente,21 de dic de 2020,"AMAZING!!! Love, love, love this hotel! The service is impeccable, the hotel itself is a beautiful piece of history!",Joanne
255,5 de 5. Excelente,19 de dic de 2020,Sin reseña,Edgar
256,5 de 5. Excelente,19 de dic de 2020,This hotel is a dream. Location is the best and has a awesome view of the square. The staff is the best. I’m more that happy with this hotel.,"Dea, Texas"
257,5 de 5. Excelente,10 de dic de 2020,Sin reseña,Cliente verificado
258,5 de 5. Excelente,8 de dic de 2020,El mejor hotel en la ciudad de Mexico. El personal te hace sentir Como en Casa,"Chicago, Chicago"
259,5 de 5. Excelente,7 de dic de 2020,Sin reseña,Elizabeth
260,5 de 5. Excelente,1 de dic de 2020,"Beautiful Hotel, the personnel is very nice and polite. Is right in the Zocalo area with awesome views and where you can take the tour bus, taxi, etc.","JR, Mexico City"
261,5 de 5. Excelente,30 de nov de 2020,Great location! Awesome view.,Gabriel
262,5 de 5. Excelente,29 de nov de 2020,El estacionamiento es externo pero recomendado por el hotel pero no me sentí cómodo con el servicio,Jonathan
263,5 de 5. Excelente,29 de nov de 2020,The attention of all the personnel is very good and the the hotel is extremely beautifull. Location unsurpass.,"GADR, Saltillo"
264,5 de 5. Excelente,26 de nov de 2020,The friendly staff and service Old world.atmosphere especially the Tiffany glass ceiling 4th largest in the world Highly recommended,"SoumitGuha, Orange CA"
265,5 de 5. Excelente,25 de nov de 2020,Sin reseña,Cliente verificado
266,5 de 5. Excelente,18 de nov de 2020,"It was amazing, I love it",Juan
267,5 de 5. Excelente,15 de nov de 2020,"It was amazing very beautiful! Best service , best food , i got sick and they prepared special food only for me twice !!! Very clean , view to Zocalo was a great experience ! All the stars ⭐️ ⭐️⭐️⭐️⭐️","IvetteK, California"
268,5 de 5. Excelente,4 de nov de 2020,"Staff was great, perfect location, good food, an overalls great stay. Will definitely be staying here again.",Jessica
269,5 de 5. Excelente,4 de nov de 2020,Excelent amenities and location. Beautiful place.,Cliente verificado
270,5 de 5. Excelente,27 de oct de 2020,the service was great.,Janice
271,4 de 5. Bueno,27 de oct de 2020,Sin reseña,Carmelo
272,5 de 5. Excelente,26 de oct de 2020,Everything was amazing! Highly recommended.,Adam
273,5 de 5. Excelente,26 de oct de 2020,"The architectural design is fantastic, the whole city is awesome","Mike, Houston"
274,5 de 5. Excelente,21 de oct de 2020,Love the place 💕 employees were so helpful and nice and the history is amazing,Martha
275,5 de 5. Excelente,20 de oct de 2020,"Great staff, great food and great view.",Anne
276,5 de 5. Excelente,13 de oct de 2020,Very satisfied with the hotel... very happy! The service was excellent. I enjoy staying in the zócalo with has a great view from my room.,"mtl, New York"
277,5 de 5. Excelente,12 de oct de 2020,"Loved the gorgeous building, huge rom with high ceilings and balcony. Polite, attentive, and knowledgeable staff. Restaurant food was not that great but the view was outstanding.","Charles, Green Valley, IL"
278,5 de 5. Excelente,12 de oct de 2020,Beautiful hotel with great views of the zocalo. Unfortunately the flag was not flying due to protests. Comfortable bed. Nice people. Restaurant was good but getting the bill took longer than I wished. Really cool staying in the hotel where 007 james bond was filmed. Filled with history. I think clinton and obama stayed here.,chaunce
279,4 de 5. Bueno,10 de oct de 2020,"Warm welcome with glass of sparkling wine, fantastic staff, beautiful architecture, nice room, great location. My issue was not having an extra blanket and that the mattress was too hard for my taste","Gigi, Cancun"
