,opinion,año,mes,retroalimentacion
931,"We only stayed there for 1 day, which is also the last day of our Mexico trip. The hotel's location is perfect, just near the Zocalo square, National Palace and many other tourist spots, so you can walk to any of them. The shortage is about the car parking, we've got a car, although the hotel provide valet parking, bu it costed a lot, especially when we wanted to pick it up the second day, it took us almost 1 hr waiting.",2018,1,1
932,"Old fashioned hotel. In an old-fashioned way, if that makes sense. Superfriendly staff, pleasant rooms. The one complaint: the breakfast should be improved.",2018,1,1
933,Loved our stay here. The hotel was beautiful and the location was great,2018,1,1
934,"Hotel location can't be better if you want to explore the Central Historical area. Most of the attractions are within walking distance and you can get a panoramic view of the square from the Terrace restaurant. The Hotel itself is very beautiful (it is featured in the opening five minutes of the movie Spectre). The room was a little bit dry, but Mexico City in general was really dry.",2018,1,1
935,"When I walked into the hotel I felt like I was in a movie and I was the princess! The hotel is beautiful! It’s magical. The staff is fantastic. Some of the guys felt like they were our friends. We spent 7 days there. One was my birthday, my family called me downstairs to the piano bar we’re he had a cake, a bottle of champagne from the front desk and the piano man played happy birthday in Spanish and English. It was great. Christmas was spent upstairs at a buffet diner overlooking the Zócalo. Fantastic.",2018,1,1
936,Sin reseña,2017,12,1
937,Sin reseña,2017,12,1
938,Beautiful hotel at the right location to enjoy the amazing Mexico City historic downtown attractions.,2017,12,1
939,"We had such an amazing stay at this gem hotel... nice litttle details that were beyond expected... like a nice little welcome drink, and some sweets in our room... although a few little things about service and no having any sort of lifts or elevators for our bags from the main entrance to the lobby, nothing serious... we wanted to have a couple of drinks so we went to the Terraza and we were told it was about to be closed and it was only a buffet service... but when I mentioned we only wanted to get a drink and that we were guests in the hotel, the hostess was nice enough to get us in and found us a space in the terrace.... amazing view of the main square... the next morning after a stroll we came back and the security guard asked me if I was a guest... I wonder why he had to ask only me. lol... he actually saw me before that morning... anyhow... also, they were doing some work next to our room... it was noisy when we came back from breakfast and doing some shopping, we just wanted to lay down for a bit before we checked out... but the whole experience was great!!.... I would totally come back to stay at this hotel!!!...",2017,12,1
940,"This hotel is very impressive when you walk in. It is well maintained, the staff are extremely responsive, and the location is excellent. The restaurant on the roof, La Terraza, has an impressive view of the Zocalo and the food is excellent. I would highly recommend staying here.",2017,12,1
941,"The staff were amazing, the hotel itself is beautiful and has to be seen. Rooms were large, comfortable, clean and the entire experience makes you feel like royalty. The upstairs restaurant has amazing views and is well priced.",2017,12,1
942,"Great hotel, excellent service, needs heaters and winter is hard, also A/C is noisy.",2017,12,1
943,We we're very pleased with our stay at this hotel. Staff is pleasant and up forward. Decor is antique and charming. Rooms are clean and well furnished We'll return there next time we'll stop in Mexico City...,2017,12,1
944,Sin reseña,2017,12,1
945,Wonderful place to stay in the heart of the historic center,2017,12,1
946,Everything was ok just try to keep low prices on this Hotel.,2017,11,1
947,Beautiful historic bldg and great location to Zocalo!,2017,11,1
948,Sin reseña,2017,11,1
949,"Everyone was so helpful and friendly, looking forward to my next trip to Mexico City and the stay at your hotel, it was Gran! Thanks for everything to all, Regards, Andrew Rios",2017,11,1
950,Lots of things to do withing walking distance. Loved the history of the hotel and the roof top.,2017,11,1
951,"Exklusiv, sauber, sehr freundliches Personsal, schönes Zimmer.",2017,11,1
952,All good. Excellent location. Excellent welcoming from staff. Nothing negative about this hotel.,2017,11,1
953,Sin reseña,2017,11,1
954,"This is the best hotel I have ever been at . The staff was great (Enrique Nolazco and Jessica Martinez), the room was incredible like a fairy tale story. I wish I cuold have stayed more nights but the hotel was full. I truly recommend this hotel for everyone",2017,11,1
955,Old historic hotel right at the Zocalo. Do yourself a favor and treat yourself to a stay at this charming classic hotel. Service and standard is superb!,2017,11,1
956,ソカロに面した格式あるホテル。 おもてなしも一流です。 客層のよさも感じられました。 部屋は広めで、景観もよかったです。,2017,11,1
957,Beautiful hotel. Room was a good size. Comfortable bed Friendly &helpful staff Breakfast &lunch in cafe was wonderful Lovely gifts in our room daily. Highly recommend,2017,11,1
958,"The hotel is gorgeous. The room was clean and very cozy. The staff is unbelievably friendly and helpful. And it’s perfectly located, within walking distance of a ton of attractions.",2017,11,1
959,"Met drie een lang weekend verbleven in dit hele mooie hotel, perfecte ligging als uitval naar de stad. Personeel zeer vriendelijk en hulpvaardig. Kortom een fantastisch verblijf in een fantastische stad....",2017,11,1
960,Beautiful hotel. Great service. Would definitely stay there again.,2017,10,1
961,The location was excellent. The staff the same. The beauty and history make this an outstanding place to stay.,2017,10,1
962,"Wonderful hotel in the heart of the city. Great experience, excellent staff and perfect views of the Cathedral and Zocalo.",2017,10,1
963,Very comfortable bed. - Not hard as is usually a problem for me. No bad smell or traffic noise in my room on fourth floor. Close to shopping and several museums. Daytime feel secure and no need for taxi if you only have a couple of days and never visited Mexico city before. It was actually only 19 minutes with taxi to airport at 7 a.m. on a monday morning. And I agreed to pay 150 pesos with taxi on the street next to hotel. One of the more beautiful and spacious room and hotel I stayed in. I would however have appreciated a gym with more weights and equipment since there is no pool which can not be expected in centre of Mexico City. I would really have appreciated if they installed a sauna. Then I would definitely not consider other hotel on later occasion.,2017,10,1
964,"the hotel personal are fantastic, friendly. it in good location.",2017,10,1
965,"It was a awesome!! The location is perpect. All hotel staff are very kind, well-mannered, English well. The room is quite good, clean, commodious. The bed is comfort, clean... If I visit to CDMX, I must stay this hotel again.",2017,10,1
966,"I made the best memories with this hotel for my 10th wedding anniversary. Initially i stayed this hotel from 12th to 14th October and had to move to other hotel for another two nights. Because the hotel was not available on 14th night. but another hotel was too small and it was not match with the photos on the website. So I decided to come back to The Gran Hotel for the night 15th even though we could not get the money back. It was more than five star experience and the hotel staffs were extremely helpful, kind and friendly. I will definitely come to this hotel.",2017,10,1
967,"Really nice hotel, friendly staff and clean bedrooms.",2017,10,1
968,"потрясающий по красоте, удобству и обслуживанию!!!!!!!!!!!!!! расположен в самом центре Мехико сити!!!",2017,10,1
969,5 star hotel with 5 star service! It was one of my best experience ever and it was perfect choice for my 10th wedding anniversary.,2017,10,1
970,"Our stay was enjoyable and excellent from the first moment to the time we leave. If you are a tourist to visit Mexico City, you should really consider to stay in this hotel, one of the most beautiful hotels in the world, and it represents Mexico's culture and history. Convenient to many attractions, and extremely safe are to stay. Hotel staff are professional and the room are very clear and comfortable.",2017,10,1
971,ソカロ横が仇になり、日中はストリートミュージシャンがホテルの横を毎日占領し、うるさくて休めない。 他の部屋が水道を出すと、排水管の鉄同士のぶつかる音が酷くてねれない。 ホテルの従業員と施設は最高だけに、残念。,2017,10,0
972,This Hotel is really beautiful. It’s also old. So don’t expect a five star hotel standard as you will find it nowadays. The architecture is amazing. The staff is very friendly and helpful.,2017,10,1
973,Sin reseña,2017,10,1
974,"Excellent hotel. All staff, happy and professional. Made to feel very welcome. Felt safe and secure.",2017,10,1
975,Exceeded all expectations. Friendly and helpful staff and the hotel was beautiful. Very convienently located as well. Would definitely return to this hotel. Would also recommend to anyone staying the night in mexico city.,2017,10,1
976,Beautiful hotel and excellent quality.,2017,9,1
977,This hotel was beautiful. They had excellent staff and was close to lots of things to see in Mexico City. The food in the hotel restaurants was great. Will stay there again.,2017,9,1
978,"We were blown away by our room. It was perfect, and the view of the Zocalo was amazing. It was also a quiet room, which at certain times of the year would make a big difference. My only teeny tiny complaint was that the meals in the restaurant were buffets - for dinner and for breakfast. Not being a buffet fan, we didn't eat there. But would have loved to because of the views and service.",2017,9,1
979,It was amazing stay,2017,9,1
980,"Hotel looked good, location great, staff great, just one issue, roach in toilet área",2017,9,1
981,staff very friendly and professional love the atmosphere great beds,2017,9,1
982,The Gran Hotel Ciudad de Mexico is one of the most beautiful buildings in Mexico City. The rooms are very nice and the view is great. It is located right in front of the Mexican National Palace. The only down side I think could be the food but it is ok.,2017,9,1
983,Sin reseña,2017,9,1
984,The people are just the best Super friendly The restaurant is the best,2017,9,1
985,This hotel lived up to its reputation. It was a great experience staying here and the staff was the best at every possible moment. We enjoyed ourselves so much that we stayed an extra night and were able to enjoy the wonderful pianist in the lobby in the evening. A true gem in the heart of Mexico City.,2017,9,1
986,"My last day in CDMX and I wanted to check out Centro Historico and this hotel was perfect! The location was amazing, steps away from all of the historic sites incl the cathedral, plaza mayor, zocalo etc. The hotel was awesome, beautiful and very comfy. Great view from my room into the Square, a welcome plate of sweets and champagne was really nice and all the porters were super helpful and charming. Definitely recommend this place!",2017,9,1
987,Superbe Hôtel,2017,9,1
988,Gran is located in the center of Mexico City across from the zocalo and close to good restaurants and shopping. The staff was so helpful with taxis and restaurant recommendations. We will definitely stay in the Gran when we visit Mexico City.,2017,9,1
989,"Convenient location on the zocalo, next to the Cathedral and major attractions. The hotel has driver service which is great. We have used this service several times on different stays at the Gran and have had the same driver each time. Hector is friendly, knowledgeable and a great driver. I highly recommend Hector, either for airport pick-up or to take you locally/around the country to points of interest.",2017,9,1
990,"Hotel looked good, location great, staff great, just one issue, roach in toilet área",2017,9,1
991,staff very friendly and professional love the atmosphere great beds,2017,9,1
992,The Gran Hotel Ciudad de Mexico is one of the most beautiful buildings in Mexico City. The rooms are very nice and the view is great. It is located right in front of the Mexican National Palace. The only down side I think could be the food but it is ok.,2017,9,1
993,Sin reseña,2017,9,1
994,The people are just the best Super friendly The restaurant is the best,2017,9,1
995,This hotel lived up to its reputation. It was a great experience staying here and the staff was the best at every possible moment. We enjoyed ourselves so much that we stayed an extra night and were able to enjoy the wonderful pianist in the lobby in the evening. A true gem in the heart of Mexico City.,2017,9,1
996,"My last day in CDMX and I wanted to check out Centro Historico and this hotel was perfect! The location was amazing, steps away from all of the historic sites incl the cathedral, plaza mayor, zocalo etc. The hotel was awesome, beautiful and very comfy. Great view from my room into the Square, a welcome plate of sweets and champagne was really nice and all the porters were super helpful and charming. Definitely recommend this place!",2017,9,1
997,Superbe Hôtel,2017,9,1
998,Gran is located in the center of Mexico City across from the zocalo and close to good restaurants and shopping. The staff was so helpful with taxis and restaurant recommendations. We will definitely stay in the Gran when we visit Mexico City.,2017,9,1
999,"Convenient location on the zocalo, next to the Cathedral and major attractions. The hotel has driver service which is great. We have used this service several times on different stays at the Gran and have had the same driver each time. Hector is friendly, knowledgeable and a great driver. I highly recommend Hector, either for airport pick-up or to take you locally/around the country to points of interest.",2017,9,1
1000,"Loved it!!! My family and I had a wonderful experience, rooms are nice and clean. Staff is very helpful and nice. Very good location to walk places and eat. I will definitely come back to this hotel!",2017,8,1
1001,We went to Grand Hotel Ciudad the Mexico in the month of august. The place is very good and centrally located. The staff is friendly and helpful. Rooms are clean and very big.,2017,8,1
1002,Day and night work on the square. Lots of noise at all times,2017,8,0
1003,"Great hotel to stay, the staff was great very clean hotel and room.",2017,8,1
1004,Sin reseña,2017,8,1
1005,"The welcome was amazing: a glass of champagne upon checkin and balloons and a dessert plate waiting for us in our room. The hotel is in a great location, within walking distance to the cathedral, the national palace, the templor mayor ruins, the palace of fine arts, and many restaurants. Every night there were live musicians across the street from the front of the hotel playing beautiful music. The staff is very friendly and helpful; most of them are completely fluent in English.",2017,8,1
1006,A splendid & historical hotel that has been well-maintained!,2017,8,1
1007,"Loved it!!! My family and I had a wonderful experience, rooms are nice and clean. Staff is very helpful and nice. Very good location to walk places and eat. I will definitely come back to this hotel!",2017,8,1
1008,We went to Grand Hotel Ciudad the Mexico in the month of august. The place is very good and centrally located. The staff is friendly and helpful. Rooms are clean and very big.,2017,8,1
1009,Day and night work on the square. Lots of noise at all times,2017,8,0
1010,"Great hotel to stay, the staff was great very clean hotel and room.",2017,8,1
1011,Sin reseña,2017,8,1
1012,"The welcome was amazing: a glass of champagne upon checkin and balloons and a dessert plate waiting for us in our room. The hotel is in a great location, within walking distance to the cathedral, the national palace, the templor mayor ruins, the palace of fine arts, and many restaurants. Every night there were live musicians across the street from the front of the hotel playing beautiful music. The staff is very friendly and helpful; most of them are completely fluent in English.",2017,8,1
1013,A splendid & historical hotel that has been well-maintained!,2017,8,1
